ModelName,FBXPath,fbx_version,vertex_count,mesh_arrays,min_x,max_x,extent_x,center_x,min_y,max_y,extent_y,center_y,min_z,max_z,extent_z,center_z,error
B_WALLDIAGONAL,models/builder_structures/B_WALLDIAGONAL.fbx,7400,5612,1,-2.75,3.246094,5.996094,0.248047,-2.4e-05,3.427734,3.427759,1.713855,-0.422852,0.404053,0.826904,-0.009399,
B_WALLM,models/builder_structures/B_WALLM.fbx,7400,802,1,-2.714844,2.714844,5.429688,0.0,-0.004025,3.373047,3.377071,1.684511,-0.286133,0.286133,0.572266,0.0,
B_WALLM_DIAGONA,models/builder_structures/B_WALLM_DIAGONA.fbx,7400,3644,1,-2.75,2.988281,5.738281,0.119141,-2.4e-05,3.427734,3.427759,1.713855,-0.404053,0.404053,0.808105,0.0,
B_WALLM_H,models/builder_structures/B_WALLM_H.fbx,7400,676,1,-1.518555,1.519531,3.038086,0.000488,-0.004025,3.373047,3.377071,1.684511,-0.283447,0.283447,0.566895,0.0,
B_WALLM_WIN0,models/builder_structures/B_WALLM_WIN0.fbx,7400,2794,1,-2.714844,2.714844,5.429688,0.0,-0.004025,3.603516,3.60754,1.799746,-0.595703,0.544922,1.140625,-0.025391,
B_WALLM_WIN1,models/builder_structures/B_WALLM_WIN1.fbx,7400,2534,1,-2.714844,2.714844,5.429688,0.0,-0.004025,3.603516,3.60754,1.799746,-0.595703,0.544922,1.140625,-0.025391,
B_WALLM_WIN2,models/builder_structures/B_WALLM_WIN2.fbx,7400,2512,1,-2.714844,2.714844,5.429688,0.0,-0.004025,3.603516,3.60754,1.799746,-0.595703,0.544922,1.140625,-0.025391,
B_WALLM_WIN3,models/builder_structures/B_WALLM_WIN3.fbx,7400,2676,1,-2.714844,2.714844,5.429688,0.0,-0.004025,3.603516,3.60754,1.799746,-0.595703,0.544922,1.140625,-0.025391,
B_WALLT,models/builder_structures/B_WALLT.fbx,7400,674,1,-2.714844,2.714844,5.429688,0.0,-0.004025,3.373047,3.377071,1.684511,-0.286133,0.286133,0.572266,0.0,
B_WALLT_DIAGONA,models/builder_structures/B_WALLT_DIAGONA.fbx,7400,3644,1,-2.75,2.988281,5.738281,0.119141,-2.4e-05,3.427734,3.427759,1.713855,-0.404053,0.404053,0.808105,0.0,
B_WALLT_H,models/builder_structures/B_WALLT_H.fbx,7400,688,1,-1.518555,1.519531,3.038086,0.000488,-0.004025,3.373047,3.377071,1.684511,-0.342041,0.342041,0.684082,0.0,
B_WALLT_WIN0,models/builder_structures/B_WALLT_WIN0.fbx,7400,3081,1,-2.714844,2.714844,5.429688,0.0,-0.004025,6.0,6.004025,2.997988,-2.613281,0.532715,3.145996,-1.040283,
B_WALLT_WIN1,models/builder_structures/B_WALLT_WIN1.fbx,7400,2207,1,-2.714844,2.714844,5.429688,0.0,-0.004025,6.414062,6.418087,3.205019,-2.164062,0.462402,2.626465,-0.85083,
B_WALLT_WIN2,models/builder_structures/B_WALLT_WIN2.fbx,7400,2045,1,-3.115234,2.714844,5.830078,-0.200195,-0.004025,5.972656,5.976681,2.984316,-1.949219,0.286133,2.235352,-0.831543,
B_WALLT_WIN3,models/builder_structures/B_WALLT_WIN3.fbx,7400,1004,1,-2.714844,2.714844,5.429688,0.0,-0.004025,3.373047,3.377071,1.684511,-0.833496,0.286133,1.119629,-0.273682,
B_WALL_H,models/builder_structures/B_WALL_H.fbx,7400,547,1,-1.518555,1.519531,3.038086,0.000488,-0.004025,3.373047,3.377071,1.684511,-0.283447,0.283447,0.566895,0.0,
B_WALL_Q,models/builder_structures/B_WALL_Q.fbx,7400,100,1,-2.699219,2.726562,5.425781,0.013672,0.018433,0.935547,0.917114,0.47699,-0.364746,0.394043,0.758789,0.014648,
B_WALL_Q1,models/builder_structures/B_WALL_Q1.fbx,7400,4415,1,-2.757812,2.701172,5.458984,-0.02832,-0.002243,0.916992,0.919235,0.457375,-0.625,0.613281,1.238281,-0.005859,
B_WALL_Q_H,models/builder_structures/B_WALL_Q_H.fbx,7400,116,1,-1.449219,1.359375,2.808594,-0.044922,0.010841,0.931641,0.9208,0.471241,-0.329834,0.335205,0.665039,0.002686,
B_WALL_Q_H1,models/builder_structures/B_WALL_Q_H1.fbx,7400,64,1,-1.338773,1.323242,2.662015,-0.007765,0.010841,0.858327,0.847486,0.434584,-0.244751,0.244141,0.488892,-0.000305,
B_WALL_SUPPORTS,models/builder_structures/B_WALL_SUPPORTS.fbx,7400,150,1,-0.461751,0.486979,0.94873,0.012614,1e-06,2.199219,2.199217,1.09961,-0.556429,0.205824,0.762253,-0.175302,
B_WALL_WIN1,models/builder_structures/B_WALL_WIN1.fbx,7400,929,1,-2.714844,2.714844,5.429688,0.0,-0.000549,3.373047,3.373596,1.686249,-0.376709,0.376953,0.753662,0.000122,
B_WALL_WIN2,models/builder_structures/B_WALL_WIN2.fbx,7400,927,1,-2.714844,2.714844,5.429688,0.0,-0.000549,3.373047,3.373596,1.686249,-0.376709,0.376953,0.753662,0.000122,
B_WALL_WIN3,models/builder_structures/B_WALL_WIN3.fbx,7400,1109,1,-2.714844,2.714844,5.429688,0.0,-0.000549,3.373047,3.373596,1.686249,-0.376709,0.376953,0.753662,0.000122,
B_WALL_WINDOW,models/builder_structures/B_WALL_WINDOW.fbx,7400,1233,1,-2.714844,2.714844,5.429688,0.0,-0.000549,3.373047,3.373596,1.686249,-0.376709,0.376953,0.753662,0.000122,
B_ALK_A,models/corvette/B_ALK_A.fbx,7400,2759,1,-3.0,3.0,6.0,0.0,0.000234,3.009766,3.009532,1.505,-5.999164,0.004743,6.003907,-2.99721,
B_ALK_B,models/corvette/B_ALK_B.fbx,7400,1549,1,-2.964844,2.964844,5.929688,0.0,0.0,2.998047,2.998047,1.499023,-3.679688,0.017639,3.697327,-1.831024,
B_ALK_C,models/corvette/B_ALK_C.fbx,7400,5438,1,-3.0,3.0,6.0,0.0,0.094482,3.064857,2.970375,1.57967,-3.013672,3.009766,6.023438,-0.001953,
B_ALK_Z_A,models/corvette/B_ALK_Z_A.fbx,7400,2759,1,-3.0,3.0,6.0,0.0,0.000234,3.009766,3.009532,1.505,-0.004743,5.999163,6.003906,2.99721,
B_ALK_Z_B,models/corvette/B_ALK_Z_B.fbx,7400,1549,1,-2.964844,2.964844,5.929688,0.0,0.0,2.998047,2.998047,1.499023,-0.017639,3.679688,3.697327,1.831024,
B_ALK_Z_C,models/corvette/B_ALK_Z_C.fbx,7400,5438,1,-3.0,3.0,6.0,0.0,0.094482,3.064857,2.970375,1.57967,-3.013672,3.009766,6.023438,-0.001953,
B_COK_A,models/corvette/B_COK_A.fbx,7400,10216,1,-2.96875,2.96875,5.9375,0.0,-0.476318,5.023438,5.499756,2.27356,-0.087158,6.328125,6.415283,3.120483,
B_COK_B,models/corvette/B_COK_B.fbx,7400,3427,1,-3.160156,3.164062,6.324219,0.001953,-1.639648,2.984375,4.624023,0.672363,-0.001259,5.789062,5.790321,2.893902,
B_COK_D,models/corvette/B_COK_D.fbx,7400,2839,1,-3.289062,3.267578,6.556641,-0.010742,-0.270264,3.044922,3.315186,1.387329,-0.008987,6.207031,6.216019,3.099022,
B_CON2_0,models/corvette/B_CON2_0.fbx,7400,2946,1,-3.025391,3.025391,6.050781,0.0,-0.005413,3.003906,3.009319,1.499247,-5.992188,5.992188,11.984375,0.0,
B_CON2_1,models/corvette/B_CON2_1.fbx,7400,3586,1,-3.007812,3.007812,6.015625,0.0,-0.005413,3.003906,3.009319,1.499247,-6.007812,6.007812,12.015625,0.0,
B_CON2_2,models/corvette/B_CON2_2.fbx,7400,1410,1,-3.0,3.0,6.0,0.0,0.0,3.0,3.0,1.5,-6.0,6.0,12.0,0.0,
B_CON2_3,models/corvette/B_CON2_3.fbx,7400,2726,1,-3.0,3.0,6.0,0.0,0.0,3.0,3.0,1.5,-6.0,6.0,12.0,0.0,
B_CON_10,models/corvette/B_CON_10.fbx,7400,1467,1,-3.0,3.0,6.0,0.0,1e-06,2.998047,2.998046,1.499024,-3.0,3.0,6.0,0.0,
B_CON_11,models/corvette/B_CON_11.fbx,7400,1300,1,-2.998047,2.998047,5.996094,0.0,0.0,3.0,3.0,1.5,-2.990234,2.992188,5.982422,0.000977,
B_CON_12,models/corvette/B_CON_12.fbx,7400,1372,1,-3.0,3.0,6.0,0.0,0.0,2.998047,2.998047,1.499023,-3.0,3.0,6.0,0.0,
B_CON_13,models/corvette/B_CON_13.fbx,7400,1086,1,-3.0,3.0,6.0,0.0,0.0,3.0,3.0,1.5,-3.0,3.0,6.0,0.0,
B_CON_14,models/corvette/B_CON_14.fbx,7400,1062,1,-3.0,3.0,6.0,0.0,-0.013702,3.013672,3.027374,1.499985,-3.0,3.0,6.0,0.0,
B_CON_15,models/corvette/B_CON_15.fbx,7400,1352,1,-2.986328,2.986328,5.972656,0.0,0.030136,2.96875,2.938614,1.499443,-2.986328,2.986328,5.972656,0.0,
B_CON_5,models/corvette/B_CON_5.fbx,7400,1545,1,-3.0,3.0,6.0,0.0,1e-06,2.998047,2.998046,1.499024,-3.0,3.0,6.0,0.0,
B_CON_6,models/corvette/B_CON_6.fbx,7400,1689,1,-3.0,3.0,6.0,0.0,-0.001742,3.0,3.001742,1.499129,-2.998047,2.998047,5.996094,0.0,
B_CON_7,models/corvette/B_CON_7.fbx,7400,1742,1,-2.998047,2.998047,5.996094,0.0,0.0,3.0,3.0,1.5,-2.998047,2.998047,5.996094,0.0,
B_CON_8,models/corvette/B_CON_8.fbx,7400,2660,1,-3.0,3.0,6.0,0.0,-3.6e-05,3.0,3.000036,1.499982,-3.0,3.0,6.0,0.0,
B_CON_9,models/corvette/B_CON_9.fbx,7400,2068,1,-3.0,3.0,6.0,0.0,0.0,2.998047,2.998047,1.499023,-3.003906,3.003906,6.007812,0.0,
B_CON_L_0,models/corvette/B_CON_L_0.fbx,7400,1428,1,-2.96875,2.96875,5.9375,0.0,0.0,3.0,3.0,1.5,-2.96875,2.96875,5.9375,0.0,
B_CON_L_1,models/corvette/B_CON_L_1.fbx,7400,2499,1,-3.003906,3.011719,6.015625,0.003906,-0.001204,3.001953,3.003158,1.500374,-3.007812,3.011719,6.019531,0.001953,
B_CON_L_2,models/corvette/B_CON_L_2.fbx,7400,2127,1,-3.0,3.0,6.0,0.0,-5e-06,3.0,3.000005,1.499998,-3.0,3.0,6.0,0.0,
B_CON_L_3,models/corvette/B_CON_L_3.fbx,7400,1329,1,-3.0,3.0,6.0,0.0,0.0,2.998047,2.998047,1.499024,-3.0,3.0,6.0,0.0,
B_CON_R_0,models/corvette/B_CON_R_0.fbx,7400,1376,1,-2.96875,2.96875,5.9375,0.0,0.0,3.0,3.0,1.5,-2.96875,2.96875,5.9375,0.0,
B_CON_R_1,models/corvette/B_CON_R_1.fbx,7400,2568,1,-3.011719,3.003906,6.015625,-0.003906,-0.001204,3.001953,3.003158,1.500374,-3.007812,3.011719,6.019531,0.001953,
B_CON_R_2,models/corvette/B_CON_R_2.fbx,7400,2127,1,-3.0,3.0,6.0,0.0,-5e-06,3.0,3.000005,1.499998,-3.0,3.0,6.0,0.0,
B_CON_R_3,models/corvette/B_CON_R_3.fbx,7400,1329,1,-3.0,3.0,6.0,0.0,0.0,2.998047,2.998047,1.499024,-3.0,3.0,6.0,0.0,
B_DECO_A,models/corvette/B_DECO_A.fbx,7400,418,1,-1.353516,0.320557,1.674072,-0.516479,-0.068665,6.01193,6.080595,2.971633,-0.355225,1.409565,1.76479,0.52717,
B_DECO_B,models/corvette/B_DECO_B.fbx,7400,100,1,-2.03125,2.03125,4.0625,0.0,-0.242798,1.587891,1.830688,0.672546,-1.932617,1.932617,3.865234,0.0,
B_DECO_C,models/corvette/B_DECO_C.fbx,7400,3646,1,-1.642578,1.642578,3.285156,0.0,-0.073059,2.792969,2.866028,1.359955,-2.789062,2.789062,5.578125,0.0,
B_DECO_D,models/corvette/B_DECO_D.fbx,7400,3963,1,-1.941406,1.941406,3.882812,0.0,-0.002577,5.984375,5.986952,2.990899,-1.942383,1.942383,3.884766,0.0,
B_DECO_F,models/corvette/B_DECO_F.fbx,7400,3752,1,-1.342773,1.342773,2.685547,0.0,-0.002609,8.117188,8.119797,4.057289,-2.927734,2.904297,5.832031,-0.011719,
B_DECO_G,models/corvette/B_DECO_G.fbx,7400,6913,1,-2.347656,2.347656,4.695312,0.0,-0.002609,4.535156,4.537766,2.266273,-2.005859,2.005859,4.011719,0.0,
B_DECO_H,models/corvette/B_DECO_H.fbx,7400,606,1,-4.578125,0.369141,4.947266,-2.104492,-0.040405,4.199219,4.239624,2.079407,-0.355957,4.492188,4.848145,2.068115,
B_DECO_I,models/corvette/B_DECO_I.fbx,7400,84440,1,-1.263672,1.742899,3.006571,0.239613,0.051941,2.87527,2.823329,1.463605,-3.001953,2.552734,5.554688,-0.224609,
B_DECO_J,models/corvette/B_DECO_J.fbx,7400,2276,1,-1.818359,1.884766,3.703125,0.033203,0.003347,1.186523,1.183176,0.594935,-3.050781,2.929688,5.980469,-0.060547,
B_DECO_K,models/corvette/B_DECO_K.fbx,7400,8530,1,-2.673828,2.673828,5.347656,0.0,-0.076721,2.730469,2.80719,1.326874,-2.998047,3.0,5.998047,0.000977,
B_DECO_L,models/corvette/B_DECO_L.fbx,7400,3030,1,-2.457031,2.457031,4.914062,0.0,-0.025009,1.744141,1.76915,0.859566,-2.841797,2.841797,5.683594,0.0,
B_DECO_M,models/corvette/B_DECO_M.fbx,7400,1533,1,-1.958984,1.958984,3.917969,0.0,-0.089355,1.633789,1.723145,0.772217,-2.990234,2.980469,5.970703,-0.004883,
B_DECO_N_0,models/corvette/B_DECO_N_0.fbx,7400,937,1,-1.488281,1.487305,2.975586,-0.000488,-0.000518,3.005859,3.006377,1.502671,-2.994141,2.652344,5.646484,-0.170898,
B_DECO_N_1,models/corvette/B_DECO_N_1.fbx,7400,935,1,-1.487305,1.488281,2.975586,0.000488,-0.000518,3.005859,3.006377,1.502671,-2.652344,2.994141,5.646484,0.170898,
B_DECO_O,models/corvette/B_DECO_O.fbx,7400,1292,1,-1.484375,1.484375,2.96875,0.0,0.004131,3.160156,3.156025,1.582144,-2.998047,2.994141,5.992188,-0.001953,
B_DECO_P,models/corvette/B_DECO_P.fbx,7400,1732,1,-6.039062,6.039062,12.078125,0.0,-0.0,3.501953,3.501953,1.750976,-6.039062,6.039062,12.078125,0.0,
B_DECO_Q_0,models/corvette/B_DECO_Q_0.fbx,7400,1709,1,-1.579102,1.577148,3.15625,-0.000977,-0.001999,2.927734,2.929733,1.462868,-3.0,2.970703,5.970703,-0.014648,
B_DECO_Q_1,models/corvette/B_DECO_Q_1.fbx,7400,1709,1,-1.577148,1.579102,3.15625,0.000977,-0.001999,2.927734,2.929733,1.462868,-2.970703,3.0,5.970704,0.014649,
B_DECO_R,models/corvette/B_DECO_R.fbx,7400,3152,1,-1.580078,1.580078,3.160156,0.0,0.004589,2.927734,2.923145,1.466162,-3.0,3.0,6.0,0.0,
B_DECO_S,models/corvette/B_DECO_S.fbx,7400,5452,1,-7.78125,7.78125,15.5625,0.0,0.852051,2.90625,2.054199,1.87915,-9.742188,9.742188,19.484375,0.0,
B_DECO_T,models/corvette/B_DECO_T.fbx,7400,1602,1,-2.371094,2.371094,4.742188,0.0,0.015823,5.789062,5.773239,2.902443,-2.371094,2.371094,4.742188,0.0,
B_GEN_0,models/corvette/B_GEN_0.fbx,7400,1657,1,-3.0,3.0,6.0,0.0,0.040619,3.806641,3.766022,1.92363,-3.0,3.0,6.0,0.0,
B_GEN_1,models/corvette/B_GEN_1.fbx,7400,1759,1,-3.048828,3.056641,6.105469,0.003906,-0.040192,3.324219,3.36441,1.642014,-2.990234,3.384766,6.375,0.197266,
B_GEN_2,models/corvette/B_GEN_2.fbx,7400,11893,1,-3.044922,3.044922,6.089844,0.0,-0.012749,2.861328,2.874077,1.42429,-2.826172,2.826172,5.652344,0.0,
B_GEN_3,models/corvette/B_GEN_3.fbx,7400,4257,1,-2.904297,2.904297,5.808594,0.0,-0.015327,3.271484,3.286812,1.628078,-2.927734,8.992188,11.919922,3.032227,
B_HAB1_A,models/corvette/B_HAB1_A.fbx,7400,5830,1,-3.0,3.0,6.0,0.0,-0.034546,2.917969,2.952515,1.441711,-3.001953,3.0,6.001953,-0.000977,
B_HAB1_B,models/corvette/B_HAB1_B.fbx,7400,38390,1,-2.943359,2.943359,5.886719,0.0,0.009995,2.941406,2.931412,1.4757,-3.099609,3.705078,6.804688,0.302734,
B_HAB1_C,models/corvette/B_HAB1_C.fbx,7400,3027,1,-2.923828,2.923828,5.847656,0.0,-0.015289,3.0,3.015289,1.492355,-2.90625,2.90625,5.8125,0.0,
B_HAB_A,models/corvette/B_HAB_A.fbx,7400,3804,1,-3.007812,3.007812,6.015625,0.0,-0.034546,2.917969,2.952515,1.441711,-6.0,6.0,12.0,0.0,
B_HAB_B,models/corvette/B_HAB_B.fbx,7400,144,1,-2.537109,2.537109,5.074219,0.0,0.099976,2.921875,2.821899,1.510925,-5.503906,5.503906,11.007812,0.0,
B_HAB_C,models/corvette/B_HAB_C.fbx,7400,9457,1,-2.923828,2.923828,5.847656,0.0,-0.015289,2.941406,2.956696,1.463058,-5.910156,5.910156,11.820312,0.0,
B_LND_A,models/corvette/B_LND_A.fbx,7400,59119,1,-2.794922,2.794922,5.589844,0.0,-0.328125,5.800364,6.128489,2.736119,-2.793804,2.79604,5.589844,0.001118,
B_LND_B,models/corvette/B_LND_B.fbx,7400,2561,1,-2.535156,2.519531,5.054688,-0.007812,0.824219,3.123657,2.299438,1.973938,-3.009765,3.009766,6.019531,0.0,
B_LND_C,models/corvette/B_LND_C.fbx,7400,37722,1,-2.818359,2.820312,5.638672,0.000977,-0.112477,7.950264,8.062741,3.918893,-3.651362,3.609842,7.261204,-0.02076,
B_SHL_A,models/corvette/B_SHL_A.fbx,7400,5171,1,-1.550782,1.550782,3.101564,0.0,-0.030869,3.748047,3.778916,1.858589,-1.550782,1.550782,3.101564,0.0,
B_SHL_B,models/corvette/B_SHL_B.fbx,7400,1768,1,-1.820312,1.817383,3.637695,-0.001465,-0.024811,4.011719,4.03653,1.993454,-1.179688,1.189453,2.369141,0.004883,
B_SHL_C,models/corvette/B_SHL_C.fbx,7400,1889,1,-1.330078,1.335938,2.666016,0.00293,-0.013016,2.896485,2.909501,1.441735,-1.314454,1.314454,2.628907,0.0,
B_SHL_E,models/corvette/B_SHL_E.fbx,7400,2014,1,-1.876953,1.876953,3.753906,0.0,-0.02803,1.435547,1.463577,0.703758,-1.876953,1.876953,3.753906,0.0,
B_STAIRS0,models/corvette/B_STAIRS0.fbx,7400,4800,1,-0.850586,-0.031143,0.819443,-0.440865,0.097351,3.03125,2.933899,1.564301,-1.024414,1.179688,2.204102,0.077637,
B_STR_AA_E,models/corvette/B_STR_AA_E.fbx,7400,2571,1,-2.938934,6.007812,8.946746,1.534439,-0.002211,3.107422,3.109632,1.552605,-3.156251,3.154296,6.310547,-0.000977,
B_STR_AA_N,models/corvette/B_STR_AA_N.fbx,7400,2571,1,-3.154296,3.15625,6.310547,0.000977,-0.002211,3.107422,3.109632,1.552605,-2.938935,6.007812,8.946747,1.534439,
B_STR_AA_S,models/corvette/B_STR_AA_S.fbx,7400,2571,1,-3.156251,3.154296,6.310547,-0.000977,-0.002211,3.107422,3.109632,1.552605,-6.007812,2.938934,8.946746,-1.534439,
B_STR_AA_W,models/corvette/B_STR_AA_W.fbx,7400,2571,1,-6.007812,2.938935,8.946747,-1.534439,-0.002211,3.107422,3.109632,1.552605,-3.154297,3.15625,6.310547,0.000977,
B_STR_AA_Y_E,models/corvette/B_STR_AA_Y_E.fbx,7400,2571,1,-2.938934,6.007812,8.946746,1.534439,-0.002211,3.107422,3.109633,1.552606,-3.156251,3.154296,6.310547,-0.000978,
B_STR_AA_Y_N,models/corvette/B_STR_AA_Y_N.fbx,7400,2571,1,-3.156251,3.154296,6.310547,-0.000977,-0.00221,3.107421,3.109632,1.552605,-6.007812,2.938934,8.946746,-1.534439,
B_STR_AA_Y_S,models/corvette/B_STR_AA_Y_S.fbx,7400,2571,1,-3.154296,3.15625,6.310547,0.000977,-0.002211,3.107422,3.109633,1.552606,-2.938935,6.007812,8.946747,1.534439,
B_STR_AA_Y_W,models/corvette/B_STR_AA_Y_W.fbx,7400,2571,1,-6.007812,2.938935,8.946747,-1.534439,-0.002211,3.107421,3.109632,1.552605,-3.154297,3.15625,6.310547,0.000977,
B_STR_A_E,models/corvette/B_STR_A_E.fbx,7400,1197,1,-3.136719,3.00071,6.137429,-0.068005,-0.00071,3.0,3.00071,1.499645,-2.998047,2.998047,5.996094,0.0,
B_STR_A_N,models/corvette/B_STR_A_N.fbx,7400,1197,1,-2.998047,2.998047,5.996094,0.0,-0.00071,3.0,3.00071,1.499645,-3.00071,3.136719,6.137429,0.068004,
B_STR_A_NE,models/corvette/B_STR_A_NE.fbx,7400,370,1,0.009766,3.000249,2.990483,1.505007,-0.000249,2.990234,2.990483,1.494992,-2.999011,2.984375,5.983386,-0.007318,
B_STR_A_NE1,models/corvette/B_STR_A_NE1.fbx,7400,370,1,-2.999011,2.984375,5.983386,-0.007318,-0.000249,2.990234,2.990483,1.494992,-3.000249,-0.009765,2.990484,-1.505007,
B_STR_A_NE2,models/corvette/B_STR_A_NE2.fbx,7400,370,1,-3.000249,-0.009766,2.990483,-1.505007,-0.000249,2.990234,2.990483,1.494992,-2.984375,2.999011,5.983386,0.007318,
B_STR_A_NE3,models/corvette/B_STR_A_NE3.fbx,7400,370,1,-2.984375,2.999011,5.983386,0.007318,-0.000249,2.990234,2.990483,1.494992,0.009766,3.000249,2.990483,1.505007,
B_STR_A_NW,models/corvette/B_STR_A_NW.fbx,7400,370,1,-3.000249,-0.009765,2.990484,-1.505007,-0.000249,2.990234,2.990483,1.494992,-2.999011,2.984375,5.983386,-0.007318,
B_STR_A_NW1,models/corvette/B_STR_A_NW1.fbx,7400,370,1,-2.999011,2.984375,5.983386,-0.007318,-0.000249,2.990234,2.990483,1.494992,0.009766,3.000249,2.990483,1.505007,
B_STR_A_NW2,models/corvette/B_STR_A_NW2.fbx,7400,370,1,0.009766,3.000249,2.990483,1.505007,-0.000249,2.990234,2.990483,1.494992,-2.984375,2.999011,5.983386,0.007318,
B_STR_A_NW3,models/corvette/B_STR_A_NW3.fbx,7400,370,1,-2.984375,2.999011,5.983386,0.007318,-0.000249,2.990234,2.990483,1.494992,-3.000249,-0.009765,2.990484,-1.505007,
B_STR_A_S,models/corvette/B_STR_A_S.fbx,7400,1197,1,-2.998047,2.998047,5.996094,0.0,-0.00071,3.0,3.00071,1.499645,-3.136719,3.00071,6.137429,-0.068004,
B_STR_A_W,models/corvette/B_STR_A_W.fbx,7400,1197,1,-3.00071,3.136719,6.137429,0.068005,-0.00071,3.0,3.00071,1.499645,-2.998047,2.998047,5.996094,0.0,
B_STR_A_Y_E,models/corvette/B_STR_A_Y_E.fbx,7400,1197,1,-3.136719,3.00071,6.137429,-0.068005,-0.00071,3.0,3.00071,1.499645,-2.998047,2.998047,5.996094,0.0,
B_STR_A_Y_N,models/corvette/B_STR_A_Y_N.fbx,7400,1197,1,-2.998047,2.998047,5.996094,0.0,-0.00071,3.0,3.000709,1.499645,-3.00071,3.136719,6.137429,0.068005,
B_STR_A_Y_NE,models/corvette/B_STR_A_Y_NE.fbx,7400,370,1,0.009766,3.000249,2.990483,1.505007,-0.000249,2.990234,2.990483,1.494992,-2.999011,2.984375,5.983386,-0.007318,
B_STR_A_Y_NE1,models/corvette/B_STR_A_Y_NE1.fbx,7400,370,1,-2.999011,2.984375,5.983386,-0.007318,-0.000249,2.990234,2.990483,1.494993,-3.000249,-0.009765,2.990484,-1.505007,
B_STR_A_Y_NE2,models/corvette/B_STR_A_Y_NE2.fbx,7400,370,1,-3.000249,-0.009766,2.990483,-1.505007,-0.000249,2.990234,2.990484,1.494993,-2.984375,2.999011,5.983386,0.007318,
B_STR_A_Y_NE3,models/corvette/B_STR_A_Y_NE3.fbx,7400,370,1,-2.984375,2.999011,5.983386,0.007318,-0.000249,2.990234,2.990484,1.494992,0.009766,3.000249,2.990483,1.505008,
B_STR_A_Y_NW,models/corvette/B_STR_A_Y_NW.fbx,7400,370,1,-3.000249,-0.009765,2.990484,-1.505007,-0.000249,2.990234,2.990483,1.494992,-2.999011,2.984375,5.983386,-0.007318,
B_STR_A_Y_NW1,models/corvette/B_STR_A_Y_NW1.fbx,7400,370,1,-2.999011,2.984375,5.983386,-0.007318,-0.000249,2.990234,2.990484,1.494992,0.009766,3.000249,2.990483,1.505008,
B_STR_A_Y_NW2,models/corvette/B_STR_A_Y_NW2.fbx,7400,370,1,0.009766,3.000249,2.990483,1.505007,-0.000249,2.990234,2.990484,1.494993,-2.984375,2.999011,5.983386,0.007318,
B_STR_A_Y_NW3,models/corvette/B_STR_A_Y_NW3.fbx,7400,370,1,-2.984375,2.999011,5.983386,0.007318,-0.000249,2.990234,2.990483,1.494993,-3.000249,-0.009765,2.990484,-1.505007,
B_STR_A_Y_S,models/corvette/B_STR_A_Y_S.fbx,7400,1197,1,-2.998047,2.998047,5.996094,0.0,-0.00071,3.0,3.00071,1.499645,-3.136719,3.00071,6.137429,-0.068004,
B_STR_A_Y_W,models/corvette/B_STR_A_Y_W.fbx,7400,1197,1,-3.00071,3.136719,6.137429,0.068005,-0.00071,3.0,3.00071,1.499645,-2.998047,2.998047,5.996094,0.0,
B_STR_B_E,models/corvette/B_STR_B_E.fbx,7400,3070,1,-9.0,3.004257,12.004257,-2.997871,-0.012413,3.009765,3.022179,1.498676,-3.060547,3.060547,6.121094,-0.0,
B_STR_B_N,models/corvette/B_STR_B_N.fbx,7400,3070,1,-3.060547,3.060547,6.121094,0.0,-0.012413,3.009765,3.022179,1.498676,-3.004257,9.0,12.004257,2.997871,
B_STR_B_NE,models/corvette/B_STR_B_NE.fbx,7400,865,1,0.009766,3.000002,2.990236,1.504884,-0.001656,2.990234,2.99189,1.494289,-2.997982,8.984375,11.982357,2.993196,
B_STR_B_NE1,models/corvette/B_STR_B_NE1.fbx,7400,865,1,-2.997982,8.984375,11.982357,2.993196,-0.001656,2.990234,2.99189,1.494289,-3.000003,-0.009765,2.990237,-1.504884,
B_STR_B_NE2,models/corvette/B_STR_B_NE2.fbx,7400,865,1,-3.000002,-0.009766,2.990237,-1.504884,-0.001656,2.990234,2.99189,1.494289,-8.984375,2.997982,11.982357,-2.993196,
B_STR_B_NE3,models/corvette/B_STR_B_NE3.fbx,7400,865,1,-8.984375,2.997982,11.982357,-2.993196,-0.001656,2.990234,2.99189,1.494289,0.009766,3.000002,2.990236,1.504884,
B_STR_B_NW,models/corvette/B_STR_B_NW.fbx,7400,865,1,-3.000003,-0.009765,2.990237,-1.504884,-0.001656,2.990234,2.99189,1.494289,-2.997982,8.984375,11.982357,2.993196,
B_STR_B_NW1,models/corvette/B_STR_B_NW1.fbx,7400,865,1,-2.997982,8.984375,11.982357,2.993196,-0.001656,2.990234,2.99189,1.494289,0.009766,3.000002,2.990236,1.504884,
B_STR_B_NW2,models/corvette/B_STR_B_NW2.fbx,7400,865,1,0.009766,3.000002,2.990237,1.504884,-0.001656,2.990234,2.99189,1.494289,-8.984375,2.997982,11.982357,-2.993196,
B_STR_B_NW3,models/corvette/B_STR_B_NW3.fbx,7400,865,1,-8.984375,2.997982,11.982357,-2.993196,-0.001656,2.990234,2.99189,1.494289,-3.000003,-0.009765,2.990237,-1.504884,
B_STR_B_S,models/corvette/B_STR_B_S.fbx,7400,3070,1,-3.060547,3.060547,6.121094,0.0,-0.012413,3.009765,3.022179,1.498676,-9.0,3.004257,12.004257,-2.997871,
