ActiveLibraryIndex,ExtractionPartIndex,ObjectID,NiceName,Category,SubCategory,ModelName,VariantOfClean,SnapGroups,LikelyRole,FBXPath,PartClassGuess,ExpectedExtentX,ExpectedExtentY,ExpectedExtentZ,MeasuredLocalSize,MeasuredWorldSize_DEFAULT,DimensionsProperty_DEFAULT,LocalBBoxCenter,LocalOriginOffsetFromBBoxCenter,LocalBottomOffsetZ,LocalTopOffsetZ,WorldBottomOffsetFromOriginZ_DEFAULT,WorldTopOffsetFromOriginZ_DEFAULT,SortedExtentDeltaMax_DEFAULT,ExtentMatch0p10_DEFAULT,SpawnSuccessAllVariants,VariantCount,DefaultRotationDegrees,RX90WorldSize,RY90WorldSize,RZ90WorldSize,Scale050WorldSize,Scale150WorldSize,Scale200WorldSize,ValidationStatus,ValidationFlags,MechanicsUseRecommendation,DecorativeProxyCaution,UserConfirmedNote,SourceExtractionRun,SourceDocsRev,ExtractionConfidence
653,653.0,B_STR_J_Y_NE,SPEEDBIRD NACELLE (Y_NE),Corvette,Hull Plating,B_STR_J_Y_NE,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NE.fbx,CORVETTE,6.007819,2.92469,11.969458,"[6.007819, 2.92469, 11.969458]","[6.007819, 11.969468, 2.924733]","[6.007819, 2.92469, 11.969458]","[-0.003903, 1.457577, 2.984021]","[0.003903, -1.457577, -2.984021]",-3.000708,8.96875,-0.004801,2.919932,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.007819, 11.969458, 2.92469]","[11.969458, 2.92469, 6.00782]","[2.92469, 6.007819, 11.969458]","[3.00391, 5.984735, 1.462366]","[9.011729, 17.954204, 4.387099]","[12.015638, 23.938936, 5.849466]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
654,654.0,B_STR_J_Y_NE1,SPEEDBIRD NACELLE (Y_NE1),Corvette,Hull Plating,B_STR_J_Y_NE1,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NE1.fbx,CORVETTE,11.969458,2.92469,6.00782,"[11.969458, 2.92469, 6.00782]","[11.969458, 6.00783, 2.924712]","[11.969458, 2.92469, 6.00782]","[2.984021, 1.457577, 0.003903]","[-2.984021, -1.457577, -0.003903]",-3.000007,3.007813,-0.004779,2.919932,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[11.969458, 6.00782, 2.92469]","[6.007821, 2.92469, 11.969458]","[2.92469, 11.969458, 6.00782]","[5.984729, 3.003916, 1.462356]","[17.954186, 9.011747, 4.387067]","[23.938915, 12.015661, 5.849423]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
655,655.0,B_STR_J_Y_NE2,SPEEDBIRD NACELLE (Y_NE2),Corvette,Hull Plating,B_STR_J_Y_NE2,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NE2.fbx,CORVETTE,6.00782,2.924691,11.969458,"[6.00782, 2.924691, 11.969458]","[6.00782, 11.969468, 2.924734]","[6.00782, 2.924691, 11.969458]","[0.003903, 1.457576, -2.984021]","[-0.003903, -1.457576, 2.984021]",-8.96875,3.000708,-0.00478,2.919954,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.00782, 11.969458, 2.924692]","[11.969458, 2.924691, 6.00782]","[2.924691, 6.00782, 11.969458]","[3.00391, 5.984734, 1.462367]","[9.011729, 17.954203, 4.387101]","[12.015639, 23.938936, 5.849468]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
656,656.0,B_STR_J_Y_NE3,SPEEDBIRD NACELLE (Y_NE3),Corvette,Hull Plating,B_STR_J_Y_NE3,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NE3.fbx,CORVETTE,11.969458,2.924691,6.007819,"[11.969458, 2.924691, 6.007819]","[11.969458, 6.00783, 2.924713]","[11.969458, 2.924691, 6.007819]","[-2.984021, 1.457576, -0.003903]","[2.984021, -1.457576, 0.003903]",-3.007812,3.000007,-0.00478,2.919933,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[11.969458, 6.00782, 2.924691]","[6.00782, 2.924691, 11.969458]","[2.924692, 11.969458, 6.007819]","[5.984729, 3.003916, 1.462356]","[17.954186, 9.011745, 4.387069]","[23.938915, 12.015661, 5.849426]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
657,657.0,B_STR_J_Y_NW,SPEEDBIRD NACELLE (Y_NW),Corvette,Hull Plating,B_STR_J_Y_NW,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NW.fbx,CORVETTE,6.00782,2.92469,11.969458,"[6.00782, 2.92469, 11.969458]","[6.00782, 11.969468, 2.924733]","[6.00782, 2.92469, 11.969458]","[0.003902, 1.457577, 2.984021]","[-0.003902, -1.457577, -2.984021]",-3.000708,8.96875,-0.004801,2.919932,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.00782, 11.969458, 2.92469]","[11.969458, 2.92469, 6.007821]","[2.92469, 6.00782, 11.969458]","[3.00391, 5.984735, 1.462366]","[9.01173, 17.954204, 4.387099]","[12.01564, 23.938936, 5.849466]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
658,658.0,B_STR_J_Y_NW1,SPEEDBIRD NACELLE (Y_NW1),Corvette,Hull Plating,B_STR_J_Y_NW1,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NW1.fbx,CORVETTE,11.969458,2.924691,6.007819,"[11.969458, 2.924691, 6.007819]","[11.969458, 6.00783, 2.924713]","[11.969458, 2.924691, 6.007819]","[2.984021, 1.457576, -0.003903]","[-2.984021, -1.457576, 0.003903]",-3.007812,3.000007,-0.00478,2.919933,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[11.969458, 6.00782, 2.924691]","[6.00782, 2.924691, 11.969458]","[2.924692, 11.969458, 6.007819]","[5.984729, 3.003916, 1.462356]","[17.954186, 9.011745, 4.387069]","[23.938915, 12.015661, 5.849426]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
659,659.0,B_STR_J_Y_NW2,SPEEDBIRD NACELLE (Y_NW2),Corvette,Hull Plating,B_STR_J_Y_NW2,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NW2.fbx,CORVETTE,6.00782,2.924691,11.969458,"[6.00782, 2.924691, 11.969458]","[6.00782, 11.969468, 2.924734]","[6.00782, 2.924691, 11.969458]","[-0.003903, 1.457576, -2.984021]","[0.003903, -1.457576, 2.984021]",-8.96875,3.000708,-0.00478,2.919954,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.00782, 11.969458, 2.924692]","[11.969458, 2.924691, 6.00782]","[2.924691, 6.00782, 11.969458]","[3.00391, 5.984734, 1.462367]","[9.011729, 17.954203, 4.387101]","[12.015639, 23.938936, 5.849468]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
660,660.0,B_STR_J_Y_NW3,SPEEDBIRD NACELLE (Y_NW3),Corvette,Hull Plating,B_STR_J_Y_NW3,^B_STR_J_NE,,prop/detail or unclassified,models/corvette/B_STR_J_Y_NW3.fbx,CORVETTE,11.969458,2.92469,6.00782,"[11.969458, 2.92469, 6.00782]","[11.969458, 6.00783, 2.924712]","[11.969458, 2.92469, 6.00782]","[-2.984021, 1.457577, 0.003903]","[2.984021, -1.457577, -0.003903]",-3.000007,3.007813,-0.004779,2.919932,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[11.969458, 6.00782, 2.92469]","[6.007821, 2.92469, 11.969458]","[2.92469, 11.969458, 6.00782]","[5.984729, 3.003916, 1.462356]","[17.954186, 9.011747, 4.387067]","[23.938915, 12.015661, 5.849423]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
661,661.0,B_STR_J_Y_S,SPEEDBIRD DIFFUSER (Y_S),Corvette,Hull Plating,B_STR_J_Y_S,^B_STR_J_N,,prop/detail or unclassified,models/corvette/B_STR_J_Y_S.fbx,CORVETTE,6.027344,2.919922,2.919983,"[6.027344, 2.919922, 2.919983]","[6.027344, 2.919993, 2.919933]","[6.027344, 2.919922, 2.919983]","[0.0, 1.459961, 1.504913]","[0.0, -1.459961, -1.504913]",0.044922,2.964905,-1.1e-05,2.919921,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.027344, 2.919983, 2.919922]","[2.919983, 2.919922, 6.027344]","[2.919922, 6.027344, 2.919983]","[3.013672, 1.459997, 1.459966]","[9.041016, 4.37999, 4.379899]","[12.054688, 5.839987, 5.839865]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
662,662.0,B_STR_J_Y_W,SPEEDBIRD DIFFUSER (Y_W),Corvette,Hull Plating,B_STR_J_Y_W,^B_STR_J_N,,prop/detail or unclassified,models/corvette/B_STR_J_Y_W.fbx,CORVETTE,2.919983,2.919923,6.027344,"[2.919983, 2.919923, 6.027344]","[2.919983, 6.027354, 2.919944]","[2.919983, 2.919923, 6.027344]","[-1.504913, 1.459961, 0.0]","[1.504913, -1.459961, -0.0]",-3.013672,3.013672,-1.2e-05,2.919933,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[2.919983, 6.027344, 2.919923]","[6.027344, 2.919923, 2.919984]","[2.919923, 2.919983, 6.027344]","[1.459992, 3.013678, 1.459972]","[4.379975, 9.041033, 4.379916]","[5.839967, 12.054708, 5.839889]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
663,663.0,B_STR_K_E,ALBATROSS SIDEPOD (E),Corvette,Hull Plating,B_STR_K_E,^B_STR_K_N,,prop/detail or unclassified,models/corvette/B_STR_K_E.fbx,CORVETTE,6.128907,3.027344,6.0,"[6.128907, 3.027344, 6.0]","[6.128907, 6.000011, 3.027366]","[6.128907, 3.027344, 6.0]","[-0.064453, 1.513672, 0.0]","[0.064453, -1.513672, 0.0]",-3.0,3.0,-1.1e-05,3.027354,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.128907, 6.0, 3.027344]","[6.0, 3.027344, 6.128907]","[3.027344, 6.128907, 6.0]","[3.064453, 3.000006, 1.513683]","[9.19336, 9.000017, 4.541048]","[12.257813, 12.000021, 6.054731]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
664,664.0,B_STR_K_N,ALBATROSS SIDEPOD (N),Corvette,Hull Plating,B_STR_K_N,,,prop/detail or unclassified,models/corvette/B_STR_K_N.fbx,CORVETTE,6.0,3.027344,6.128907,"[6.0, 3.027344, 6.128907]","[6.0, 6.128918, 3.027366]","[6.0, 3.027344, 6.128907]","[0.0, 1.513672, 0.064453]","[0.0, -1.513672, -0.064453]",-3.0,3.128906,-1.2e-05,3.027354,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.0, 6.128907, 3.027344]","[6.128907, 3.027344, 6.0]","[3.027344, 6.0, 6.128907]","[3.0, 3.064459, 1.513683]","[9.0, 9.193377, 4.541049]","[12.0, 12.257835, 6.054732]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
665,665.0,B_STR_K_NE,ARCADIA BLADE (NE),Corvette,Hull Plating,B_STR_K_NE,,,prop/detail or unclassified,models/corvette/B_STR_K_NE.fbx,CORVETTE,5.473436,2.722656,11.523491,"[5.473436, 2.722656, 11.523491]","[5.473436, 11.5235, 2.722698]","[5.473436, 2.722656, 11.523491]","[0.264062, 1.361328, 2.761692]","[-0.264062, -1.361328, -2.761692]",-3.000053,8.523438,-3.1e-05,2.722667,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.473436, 11.523491, 2.722657]","[11.523491, 2.722656, 5.473437]","[2.722657, 5.473436, 11.523491]","[2.736718, 5.761751, 1.361349]","[8.210155, 17.285252, 4.084047]","[10.946873, 23.047002, 5.445396]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
666,666.0,B_STR_K_NE1,ARCADIA BLADE (NE1),Corvette,Hull Plating,B_STR_K_NE1,^B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_NE1.fbx,CORVETTE,11.523491,2.722656,5.473438,"[11.523491, 2.722656, 5.473438]","[11.523491, 5.473448, 2.722676]","[11.523491, 2.722656, 5.473438]","[2.761692, 1.361328, -0.264063]","[-2.761692, -1.361328, 0.264063]",-3.000782,2.472656,-9e-06,2.722667,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[11.523491, 5.473439, 2.722657]","[5.473439, 2.722656, 11.523491]","[2.722657, 11.523491, 5.473438]","[5.761746, 2.736725, 1.361338]","[17.285237, 8.210173, 4.084014]","[23.046982, 10.946898, 5.445352]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
667,667.0,B_STR_K_NE2,ARCADIA BLADE (NE2),Corvette,Hull Plating,B_STR_K_NE2,^B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_NE2.fbx,CORVETTE,5.473437,2.722656,11.523491,"[5.473437, 2.722656, 11.523491]","[5.473437, 11.523501, 2.722698]","[5.473437, 2.722656, 11.523491]","[-0.264062, 1.361328, -2.761692]","[0.264062, -1.361328, 2.761692]",-8.523438,3.000053,-1.1e-05,2.722687,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.473437, 11.523491, 2.722657]","[11.523491, 2.722656, 5.473438]","[2.722656, 5.473437, 11.523491]","[2.736719, 5.761751, 1.361349]","[8.210156, 17.285252, 4.084047]","[10.946875, 23.047001, 5.445396]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
668,668.0,B_STR_K_NE3,ARCADIA BLADE (NE3),Corvette,Hull Plating,B_STR_K_NE3,^B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_NE3.fbx,CORVETTE,11.523491,2.722656,5.473436,"[11.523491, 2.722656, 5.473436]","[11.523491, 5.473446, 2.722676]","[11.523491, 2.722656, 5.473436]","[-2.761692, 1.361328, 0.264062]","[2.761692, -1.361328, -0.264062]",-2.472656,3.00078,-1.1e-05,2.722665,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[11.523491, 5.473437, 2.722656]","[5.473437, 2.722656, 11.523491]","[2.722657, 11.523491, 5.473436]","[5.761745, 2.736723, 1.361338]","[17.285236, 8.210171, 4.084014]","[23.046982, 10.946894, 5.445352]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
669,669.0,B_STR_K_NW,ARCADIA BLADE (NW),Corvette,Hull Plating,B_STR_K_NW,^B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_NW.fbx,CORVETTE,5.473438,2.722656,11.523491,"[5.473438, 2.722656, 11.523491]","[5.473438, 11.523501, 2.722698]","[5.473438, 2.722656, 11.523491]","[-0.264063, 1.361328, 2.761692]","[0.264063, -1.361328, -2.761692]",-3.000054,8.523438,-3.1e-05,2.722667,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.473438, 11.523491, 2.722657]","[11.523491, 2.722656, 5.473439]","[2.722656, 5.473438, 11.523491]","[2.736719, 5.761751, 1.361349]","[8.210157, 17.285252, 4.084047]","[10.946877, 23.047002, 5.445396]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
670,670.0,B_STR_K_NW1,ARCADIA BLADE (NW1),Corvette,Hull Plating,B_STR_K_NW1,^B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_NW1.fbx,CORVETTE,11.523491,2.722656,5.473436,"[11.523491, 2.722656, 5.473436]","[11.523491, 5.473446, 2.722676]","[11.523491, 2.722656, 5.473436]","[2.761692, 1.361328, 0.264062]","[-2.761692, -1.361328, -0.264062]",-2.472656,3.00078,-1.1e-05,2.722665,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[11.523491, 5.473437, 2.722656]","[5.473437, 2.722656, 11.523491]","[2.722657, 11.523491, 5.473436]","[5.761745, 2.736723, 1.361338]","[17.285236, 8.210171, 4.084014]","[23.046982, 10.946894, 5.445352]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
671,671.0,B_STR_K_NW2,ARCADIA BLADE (NW2),Corvette,Hull Plating,B_STR_K_NW2,^B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_NW2.fbx,CORVETTE,5.473437,2.722656,11.523491,"[5.473437, 2.722656, 11.523491]","[5.473437, 11.523501, 2.722698]","[5.473437, 2.722656, 11.523491]","[0.264062, 1.361328, -2.761692]","[-0.264062, -1.361328, 2.761692]",-8.523438,3.000053,-1.1e-05,2.722687,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.473437, 11.523491, 2.722657]","[11.523491, 2.722656, 5.473438]","[2.722657, 5.473437, 11.523491]","[2.736719, 5.761751, 1.361349]","[8.210156, 17.285252, 4.084047]","[10.946875, 23.047001, 5.445396]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
672,672.0,B_STR_K_NW3,ARCADIA BLADE (NW3),Corvette,Hull Plating,B_STR_K_NW3,^B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_NW3.fbx,CORVETTE,11.523491,2.722656,5.473438,"[11.523491, 2.722656, 5.473438]","[11.523491, 5.473448, 2.722676]","[11.523491, 2.722656, 5.473438]","[-2.761692, 1.361328, -0.264063]","[2.761692, -1.361328, 0.264063]",-3.000782,2.472656,-9e-06,2.722667,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[11.523491, 5.473439, 2.722657]","[5.473439, 2.722656, 11.523491]","[2.722657, 11.523491, 5.473438]","[5.761746, 2.736725, 1.361338]","[17.285237, 8.210173, 4.084014]","[23.046982, 10.946898, 5.445352]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
673,673.0,B_STR_K_S,ALBATROSS SIDEPOD (S),Corvette,Hull Plating,B_STR_K_S,^B_STR_K_N,,prop/detail or unclassified,models/corvette/B_STR_K_S.fbx,CORVETTE,6.0,3.027344,6.128906,"[6.0, 3.027344, 6.128906]","[6.0, 6.128917, 3.027366]","[6.0, 3.027344, 6.128906]","[0.0, 1.513672, -0.064453]","[0.0, -1.513672, 0.064453]",-3.128906,3.0,-1.1e-05,3.027355,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.0, 6.128906, 3.027344]","[6.128907, 3.027344, 6.0]","[3.027344, 6.0, 6.128906]","[3.0, 3.064459, 1.513683]","[9.0, 9.193377, 4.541049]","[12.0, 12.257833, 6.054732]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
674,674.0,B_STR_K_W,ALBATROSS SIDEPOD (W),Corvette,Hull Plating,B_STR_K_W,^B_STR_K_N,,prop/detail or unclassified,models/corvette/B_STR_K_W.fbx,CORVETTE,6.128907,3.027344,6.0,"[6.128907, 3.027344, 6.0]","[6.128907, 6.000011, 3.027366]","[6.128907, 3.027344, 6.0]","[0.064453, 1.513672, 0.0]","[-0.064453, -1.513672, 0.0]",-3.0,3.0,-1.1e-05,3.027354,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.128907, 6.0, 3.027344]","[6.0, 3.027344, 6.128907]","[3.027344, 6.128907, 6.0]","[3.064453, 3.000006, 1.513683]","[9.19336, 9.000017, 4.541048]","[12.257813, 12.000021, 6.054731]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
675,675.0,B_STR_K_Y_E,ALBATROSS SIDEPOD (Y_E),Corvette,Hull Plating,B_STR_K_Y_E,^B_STR_K_N,,prop/detail or unclassified,models/corvette/B_STR_K_Y_E.fbx,CORVETTE,6.128907,3.027344,6.0,"[6.128907, 3.027344, 6.0]","[6.128907, 6.000011, 3.027366]","[6.128907, 3.027344, 6.0]","[-0.064453, 1.513672, -0.0]","[0.064453, -1.513672, 0.0]",-3.0,3.0,-1.1e-05,3.027354,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.128907, 6.000001, 3.027344]","[6.000001, 3.027344, 6.128907]","[3.027344, 6.128907, 6.0]","[3.064453, 3.000006, 1.513683]","[9.19336, 9.000017, 4.541048]","[12.257813, 12.000021, 6.054731]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
676,676.0,B_STR_K_Y_N,ALBATROSS SIDEPOD (Y_N),Corvette,Hull Plating,B_STR_K_Y_N,^B_STR_K_N,,prop/detail or unclassified,models/corvette/B_STR_K_Y_N.fbx,CORVETTE,6.0,3.027344,6.128907,"[6.0, 3.027344, 6.128907]","[6.0, 6.128918, 3.027366]","[6.0, 3.027344, 6.128907]","[0.0, 1.513672, 0.064453]","[0.0, -1.513672, -0.064453]",-3.0,3.128907,-1.1e-05,3.027355,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[6.0, 6.128907, 3.027344]","[6.128908, 3.027344, 6.0]","[3.027344, 6.0, 6.128907]","[3.0, 3.064459, 1.513683]","[9.0, 9.193377, 4.541049]","[12.0, 12.257835, 6.054732]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
677,677.0,B_STR_K_Y_NE,ARCADIA BLADE (Y_NE),Corvette,Hull Plating,B_STR_K_Y_NE,^B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_Y_NE.fbx,CORVETTE,5.473436,2.722656,11.523491,"[5.473436, 2.722656, 11.523491]","[5.473436, 11.5235, 2.722698]","[5.473436, 2.722656, 11.523491]","[0.264062, 1.361328, 2.761692]","[-0.264062, -1.361328, -2.761692]",-3.000053,8.523438,-3.1e-05,2.722667,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.473436, 11.523491, 2.722657]","[11.523491, 2.722656, 5.473437]","[2.722656, 5.473436, 11.523491]","[2.736718, 5.761751, 1.361349]","[8.210155, 17.285252, 4.084046]","[10.946873, 23.047002, 5.445396]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
678,678.0,B_STR_K_Y_NE1,ARCADIA BLADE (Y_NE1),Corvette,Hull Plating,B_STR_K_Y_NE1,^B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_Y_NE1.fbx,CORVETTE,11.523491,2.722656,5.473439,"[11.523491, 2.722656, 5.473439]","[11.523491, 5.473448, 2.722676]","[11.523491, 2.722656, 5.473438]","[2.761692, 1.361328, -0.264063]","[-2.761692, -1.361328, 0.264063]",-3.000782,2.472657,-9e-06,2.722667,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[11.523491, 5.473439, 2.722656]","[5.473439, 2.722656, 11.523491]","[2.722657, 11.523491, 5.473439]","[5.761746, 2.736725, 1.361338]","[17.285237, 8.210173, 4.084013]","[23.046982, 10.946898, 5.445352]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
679,679.0,B_STR_K_Y_NE2,ARCADIA BLADE (Y_NE2),Corvette,Hull Plating,B_STR_K_Y_NE2,^B_STR_K_NE,,prop/detail or unclassified,models/corvette/B_STR_K_Y_NE2.fbx,CORVETTE,5.473437,2.722657,11.523491,"[5.473437, 2.722657, 11.523491]","[5.473437, 11.523501, 2.722698]","[5.473437, 2.722657, 11.523491]","[-0.264062, 1.361328, -2.761692]","[0.264062, -1.361328, 2.761692]",-8.523438,3.000053,-1.1e-05,2.722687,0.0,True,True,10,"[90.000207, 0.0, 0.0]","[5.473437, 11.523491, 2.722657]","[11.523491, 2.722657, 5.473438]","[2.722657, 5.473437, 11.523491]","[2.736719, 5.761751, 1.361349]","[8.210156, 17.285252, 4.084048]","[10.946875, 23.047001, 5.445397]",VERIFIED_DATA_OK,,USE_DATA_VERIFIED,,,NMS_FULL_PARTMAP_EXTRACTION_V01_PORTABLE_V02,3.01.02,VERIFIED_DATA_ONLY_RESULTS_MAY_VARY_IN_GAME
