ObjectID,NiceName,Category,SubCategory,ModelName,VariantOfClean,SnapGroups,LikelyRole,FBXPath,extent_x,extent_y,extent_z,center_x,center_y,center_z,SpacingRule
B_STR_L_NW3,ARCADIA STABILISER (NW3),Corvette,Hull Plating,B_STR_L_NW3,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_NW3.fbx,9.820333,2.99222,6.230469,-1.910146,1.496077,0.115234,"use FBX extents X=9.820, Y=2.992, Z=6.230 * scale"
B_STR_L_S,ALBATROSS CARGO TANK (S),Corvette,Hull Plating,B_STR_L_S,B_STR_L_N,,prop/detail or unclassified,models/corvette/B_STR_L_S.fbx,6.0,2.998047,5.988281,0.0,1.499023,0.005859,"use FBX extents X=6.000, Y=2.998, Z=5.988 * scale"
B_STR_L_W,ALBATROSS CARGO TANK (W),Corvette,Hull Plating,B_STR_L_W,B_STR_L_N,,prop/detail or unclassified,models/corvette/B_STR_L_W.fbx,5.988282,2.998047,6.0,-0.005859,1.499023,0.0,"use FBX extents X=5.988, Y=2.998, Z=6.000 * scale"
B_STR_L_Y_E,ALBATROSS CARGO TANK (Y_E),Corvette,Hull Plating,B_STR_L_Y_E,B_STR_L_N,,prop/detail or unclassified,models/corvette/B_STR_L_Y_E.fbx,5.988282,2.998047,6.0,0.005859,1.499023,0.0,"use FBX extents X=5.988, Y=2.998, Z=6.000 * scale"
B_STR_L_Y_N,ALBATROSS CARGO TANK (Y_N),Corvette,Hull Plating,B_STR_L_Y_N,B_STR_L_N,,prop/detail or unclassified,models/corvette/B_STR_L_Y_N.fbx,6.0,2.998047,5.988282,0.0,1.499023,-0.005859,"use FBX extents X=6.000, Y=2.998, Z=5.988 * scale"
B_STR_L_Y_NE,ARCADIA STABILISER (Y_NE),Corvette,Hull Plating,B_STR_L_Y_NE,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_Y_NE.fbx,6.230468,2.99222,9.820332,-0.115234,1.496077,1.910147,"use FBX extents X=6.230, Y=2.992, Z=9.820 * scale"
B_STR_L_Y_NE1,ARCADIA STABILISER (Y_NE1),Corvette,Hull Plating,B_STR_L_Y_NE1,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_Y_NE1.fbx,9.820333,2.99222,6.230469,1.910146,1.496077,0.115234,"use FBX extents X=9.820, Y=2.992, Z=6.230 * scale"
B_STR_L_Y_NE2,ARCADIA STABILISER (Y_NE2),Corvette,Hull Plating,B_STR_L_Y_NE2,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_Y_NE2.fbx,6.230469,2.992221,9.820332,0.115234,1.496077,-1.910146,"use FBX extents X=6.230, Y=2.992, Z=9.820 * scale"
B_STR_L_Y_NE3,ARCADIA STABILISER (Y_NE3),Corvette,Hull Plating,B_STR_L_Y_NE3,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_Y_NE3.fbx,9.820332,2.992221,6.230468,-1.910147,1.496077,-0.115234,"use FBX extents X=9.820, Y=2.992, Z=6.230 * scale"
B_STR_L_Y_NW,ARCADIA STABILISER (Y_NW),Corvette,Hull Plating,B_STR_L_Y_NW,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_Y_NW.fbx,6.23047,2.99222,9.820332,0.115234,1.496077,1.910146,"use FBX extents X=6.230, Y=2.992, Z=9.820 * scale"
B_STR_L_Y_NW1,ARCADIA STABILISER (Y_NW1),Corvette,Hull Plating,B_STR_L_Y_NW1,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_Y_NW1.fbx,9.820332,2.992221,6.230468,1.910147,1.496077,-0.115234,"use FBX extents X=9.820, Y=2.992, Z=6.230 * scale"
B_STR_L_Y_NW2,ARCADIA STABILISER (Y_NW2),Corvette,Hull Plating,B_STR_L_Y_NW2,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_Y_NW2.fbx,6.230469,2.992221,9.820332,-0.115234,1.496077,-1.910146,"use FBX extents X=6.230, Y=2.992, Z=9.820 * scale"
B_STR_L_Y_NW3,ARCADIA STABILISER (Y_NW3),Corvette,Hull Plating,B_STR_L_Y_NW3,B_STR_L_NE,,prop/detail or unclassified,models/corvette/B_STR_L_Y_NW3.fbx,9.820333,2.99222,6.230469,-1.910146,1.496077,0.115234,"use FBX extents X=9.820, Y=2.992, Z=6.230 * scale"
B_STR_L_Y_S,ALBATROSS CARGO TANK (Y_S),Corvette,Hull Plating,B_STR_L_Y_S,B_STR_L_N,,prop/detail or unclassified,models/corvette/B_STR_L_Y_S.fbx,6.0,2.998048,5.988281,0.0,1.499023,0.00586,"use FBX extents X=6.000, Y=2.998, Z=5.988 * scale"
B_STR_L_Y_W,ALBATROSS CARGO TANK (Y_W),Corvette,Hull Plating,B_STR_L_Y_W,B_STR_L_N,,prop/detail or unclassified,models/corvette/B_STR_L_Y_W.fbx,5.988282,2.998047,6.0,-0.005859,1.499023,0.0,"use FBX extents X=5.988, Y=2.998, Z=6.000 * scale"
B_STR_M_E,VESPER COWLING (E),Corvette,Hull Plating,B_STR_M_E,B_STR_M_N,,prop/detail or unclassified,models/corvette/B_STR_M_E.fbx,11.081736,2.912109,6.003906,-2.537257,1.456055,0.0,"use FBX extents X=11.082, Y=2.912, Z=6.004 * scale"
B_STR_M_N,VESPER COWLING (N),Corvette,Hull Plating,B_STR_M_N,,,prop/detail or unclassified,models/corvette/B_STR_M_N.fbx,6.003906,2.912109,11.081736,0.0,1.456055,2.537257,"use FBX extents X=6.004, Y=2.912, Z=11.082 * scale"
B_STR_M_NE,VESPER AEROFOIL (NE),Corvette,Hull Plating,B_STR_M_NE,,,prop/detail or unclassified,models/corvette/B_STR_M_NE.fbx,3.010856,2.980286,11.983589,1.505428,1.457123,2.976955,"use FBX extents X=3.011, Y=2.980, Z=11.984 * scale"
B_STR_M_NE1,VESPER AEROFOIL (NE1),Corvette,Hull Plating,B_STR_M_NE1,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_NE1.fbx,11.983589,2.980286,3.010857,2.976955,1.457123,-1.505428,"use FBX extents X=11.984, Y=2.980, Z=3.011 * scale"
B_STR_M_NE2,VESPER AEROFOIL (NE2),Corvette,Hull Plating,B_STR_M_NE2,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_NE2.fbx,3.010857,2.980286,11.983589,-1.505428,1.457123,-2.976955,"use FBX extents X=3.011, Y=2.980, Z=11.984 * scale"
B_STR_M_NE3,VESPER AEROFOIL (NE3),Corvette,Hull Plating,B_STR_M_NE3,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_NE3.fbx,11.983589,2.980286,3.010856,-2.976955,1.457123,1.505428,"use FBX extents X=11.984, Y=2.980, Z=3.011 * scale"
B_STR_M_NW,VESPER AEROFOIL (NW),Corvette,Hull Plating,B_STR_M_NW,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_NW.fbx,3.010857,2.980286,11.983589,-1.505428,1.457123,2.976955,"use FBX extents X=3.011, Y=2.980, Z=11.984 * scale"
B_STR_M_NW1,VESPER AEROFOIL (NW1),Corvette,Hull Plating,B_STR_M_NW1,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_NW1.fbx,11.983589,2.980286,3.010856,2.976955,1.457123,1.505428,"use FBX extents X=11.984, Y=2.980, Z=3.011 * scale"
B_STR_M_NW2,VESPER AEROFOIL (NW2),Corvette,Hull Plating,B_STR_M_NW2,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_NW2.fbx,3.010857,2.980286,11.983589,1.505428,1.457123,-2.976955,"use FBX extents X=3.011, Y=2.980, Z=11.984 * scale"
B_STR_M_NW3,VESPER AEROFOIL (NW3),Corvette,Hull Plating,B_STR_M_NW3,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_NW3.fbx,11.983589,2.980286,3.010857,-2.976955,1.457123,-1.505428,"use FBX extents X=11.984, Y=2.980, Z=3.011 * scale"
B_STR_M_S,VESPER COWLING (S),Corvette,Hull Plating,B_STR_M_S,B_STR_M_N,,prop/detail or unclassified,models/corvette/B_STR_M_S.fbx,6.003906,2.912109,11.081736,0.0,1.456055,-2.537257,"use FBX extents X=6.004, Y=2.912, Z=11.082 * scale"
B_STR_M_W,VESPER COWLING (W),Corvette,Hull Plating,B_STR_M_W,B_STR_M_N,,prop/detail or unclassified,models/corvette/B_STR_M_W.fbx,11.081736,2.912109,6.003906,2.537257,1.456055,0.0,"use FBX extents X=11.082, Y=2.912, Z=6.004 * scale"
B_STR_M_Y_E,VESPER COWLING (Y_E),Corvette,Hull Plating,B_STR_M_Y_E,B_STR_M_N,,prop/detail or unclassified,models/corvette/B_STR_M_Y_E.fbx,11.081736,2.91211,6.003906,-2.537257,1.456055,0.0,"use FBX extents X=11.082, Y=2.912, Z=6.004 * scale"
B_STR_M_Y_N,VESPER COWLING (Y_N),Corvette,Hull Plating,B_STR_M_Y_N,B_STR_M_N,,prop/detail or unclassified,models/corvette/B_STR_M_Y_N.fbx,6.003906,2.912109,11.081736,0.0,1.456054,2.537257,"use FBX extents X=6.004, Y=2.912, Z=11.082 * scale"
B_STR_M_Y_NE,VESPER AEROFOIL (Y_NE),Corvette,Hull Plating,B_STR_M_Y_NE,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_Y_NE.fbx,3.010856,2.980286,11.983589,1.505428,1.457123,2.976955,"use FBX extents X=3.011, Y=2.980, Z=11.984 * scale"
B_STR_M_Y_NE1,VESPER AEROFOIL (Y_NE1),Corvette,Hull Plating,B_STR_M_Y_NE1,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_Y_NE1.fbx,11.983589,2.980285,3.010857,2.976955,1.457123,-1.505428,"use FBX extents X=11.984, Y=2.980, Z=3.011 * scale"
B_STR_M_Y_NE2,VESPER AEROFOIL (Y_NE2),Corvette,Hull Plating,B_STR_M_Y_NE2,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_Y_NE2.fbx,3.010857,2.980286,11.983589,-1.505428,1.457123,-2.976955,"use FBX extents X=3.011, Y=2.980, Z=11.984 * scale"
B_STR_M_Y_NE3,VESPER AEROFOIL (Y_NE3),Corvette,Hull Plating,B_STR_M_Y_NE3,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_Y_NE3.fbx,11.983589,2.980286,3.010857,-2.976955,1.457123,1.505428,"use FBX extents X=11.984, Y=2.980, Z=3.011 * scale"
B_STR_M_Y_NW,VESPER AEROFOIL (Y_NW),Corvette,Hull Plating,B_STR_M_Y_NW,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_Y_NW.fbx,3.010857,2.980286,11.983589,-1.505428,1.457123,2.976955,"use FBX extents X=3.011, Y=2.980, Z=11.984 * scale"
B_STR_M_Y_NW1,VESPER AEROFOIL (Y_NW1),Corvette,Hull Plating,B_STR_M_Y_NW1,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_Y_NW1.fbx,11.983589,2.980286,3.010857,2.976955,1.457123,1.505428,"use FBX extents X=11.984, Y=2.980, Z=3.011 * scale"
B_STR_M_Y_NW2,VESPER AEROFOIL (Y_NW2),Corvette,Hull Plating,B_STR_M_Y_NW2,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_Y_NW2.fbx,3.010857,2.980286,11.983589,1.505428,1.457123,-2.976955,"use FBX extents X=3.011, Y=2.980, Z=11.984 * scale"
B_STR_M_Y_NW3,VESPER AEROFOIL (Y_NW3),Corvette,Hull Plating,B_STR_M_Y_NW3,B_STR_M_NE,,prop/detail or unclassified,models/corvette/B_STR_M_Y_NW3.fbx,11.983589,2.980285,3.010857,-2.976955,1.457123,-1.505428,"use FBX extents X=11.984, Y=2.980, Z=3.011 * scale"
B_STR_M_Y_S,VESPER COWLING (Y_S),Corvette,Hull Plating,B_STR_M_Y_S,B_STR_M_N,,prop/detail or unclassified,models/corvette/B_STR_M_Y_S.fbx,6.003906,2.912111,11.081736,0.0,1.456055,-2.537257,"use FBX extents X=6.004, Y=2.912, Z=11.082 * scale"
B_STR_M_Y_W,VESPER COWLING (Y_W),Corvette,Hull Plating,B_STR_M_Y_W,B_STR_M_N,,prop/detail or unclassified,models/corvette/B_STR_M_Y_W.fbx,11.081736,2.91211,6.003906,2.537257,1.456055,0.0,"use FBX extents X=11.082, Y=2.912, Z=6.004 * scale"
B_STR_N_E,THERMAL GRILLE (E),Corvette,Hull Plating,B_STR_N_E,B_STR_N_N,,prop/detail or unclassified,models/corvette/B_STR_N_E.fbx,4.078125,1.927411,6.0,0.960938,0.963052,0.0,"use FBX extents X=4.078, Y=1.927, Z=6.000 * scale"
B_STR_N_N,THERMAL GRILLE (N),Corvette,Hull Plating,B_STR_N_N,,,prop/detail or unclassified,models/corvette/B_STR_N_N.fbx,6.0,1.927411,4.078125,0.0,0.963052,-0.960937,"use FBX extents X=6.000, Y=1.927, Z=4.078 * scale"
B_STR_N_NE,THERMAL GRILLE CAP (NE),Corvette,Hull Plating,B_STR_N_NE,,,prop/detail or unclassified,models/corvette/B_STR_N_NE.fbx,2.917969,2.917969,5.477619,1.541016,1.458984,-0.266153,"use FBX extents X=2.918, Y=2.918, Z=5.478 * scale"
B_STR_N_NE1,THERMAL GRILLE CAP (NE1),Corvette,Hull Plating,B_STR_N_NE1,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_NE1.fbx,5.477619,2.917969,2.917969,-0.266153,1.458984,-1.541016,"use FBX extents X=5.478, Y=2.918, Z=2.918 * scale"
B_STR_N_NE2,THERMAL GRILLE CAP (NE2),Corvette,Hull Plating,B_STR_N_NE2,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_NE2.fbx,2.917969,2.917969,5.477619,-1.541016,1.458984,0.266153,"use FBX extents X=2.918, Y=2.918, Z=5.478 * scale"
B_STR_N_NE3,THERMAL GRILLE CAP (NE3),Corvette,Hull Plating,B_STR_N_NE3,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_NE3.fbx,5.477619,2.917969,2.917969,0.266153,1.458984,1.541016,"use FBX extents X=5.478, Y=2.918, Z=2.918 * scale"
B_STR_N_NW,THERMAL GRILLE CAP (NW),Corvette,Hull Plating,B_STR_N_NW,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_NW.fbx,2.917969,2.917969,5.477619,-1.541016,1.458984,-0.266153,"use FBX extents X=2.918, Y=2.918, Z=5.478 * scale"
B_STR_N_NW1,THERMAL GRILLE CAP (NW1),Corvette,Hull Plating,B_STR_N_NW1,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_NW1.fbx,5.477619,2.917969,2.917969,-0.266153,1.458984,1.541016,"use FBX extents X=5.478, Y=2.918, Z=2.918 * scale"
B_STR_N_NW2,THERMAL GRILLE CAP (NW2),Corvette,Hull Plating,B_STR_N_NW2,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_NW2.fbx,2.917969,2.917969,5.477619,1.541016,1.458984,0.266153,"use FBX extents X=2.918, Y=2.918, Z=5.478 * scale"
B_STR_N_NW3,THERMAL GRILLE CAP (NW3),Corvette,Hull Plating,B_STR_N_NW3,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_NW3.fbx,5.477619,2.917969,2.917969,0.266153,1.458984,-1.541016,"use FBX extents X=5.478, Y=2.918, Z=2.918 * scale"
B_STR_N_S,THERMAL GRILLE (S),Corvette,Hull Plating,B_STR_N_S,B_STR_N_N,,prop/detail or unclassified,models/corvette/B_STR_N_S.fbx,6.0,1.927411,4.078125,0.0,0.963052,0.960938,"use FBX extents X=6.000, Y=1.927, Z=4.078 * scale"
B_STR_N_W,THERMAL GRILLE (W),Corvette,Hull Plating,B_STR_N_W,B_STR_N_N,,prop/detail or unclassified,models/corvette/B_STR_N_W.fbx,4.078125,1.927411,6.0,-0.960938,0.963052,0.0,"use FBX extents X=4.078, Y=1.927, Z=6.000 * scale"
B_STR_N_Y_E,THERMAL GRILLE (Y_E),Corvette,Hull Plating,B_STR_N_Y_E,B_STR_N_N,,prop/detail or unclassified,models/corvette/B_STR_N_Y_E.fbx,4.078125,1.927411,6.0,0.960938,0.963052,0.0,"use FBX extents X=4.078, Y=1.927, Z=6.000 * scale"
B_STR_N_Y_N,THERMAL GRILLE (Y_N),Corvette,Hull Plating,B_STR_N_Y_N,B_STR_N_N,,prop/detail or unclassified,models/corvette/B_STR_N_Y_N.fbx,6.0,1.927411,4.078125,0.0,0.963052,-0.960938,"use FBX extents X=6.000, Y=1.927, Z=4.078 * scale"
B_STR_N_Y_NE,THERMAL GRILLE CAP (Y_NE),Corvette,Hull Plating,B_STR_N_Y_NE,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_Y_NE.fbx,2.917969,2.917969,5.47762,1.541016,1.458984,-0.266153,"use FBX extents X=2.918, Y=2.918, Z=5.478 * scale"
B_STR_N_Y_NE1,THERMAL GRILLE CAP (Y_NE1),Corvette,Hull Plating,B_STR_N_Y_NE1,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_Y_NE1.fbx,5.477619,2.917969,2.917969,-0.266153,1.458984,-1.541016,"use FBX extents X=5.478, Y=2.918, Z=2.918 * scale"
B_STR_N_Y_NE2,THERMAL GRILLE CAP (Y_NE2),Corvette,Hull Plating,B_STR_N_Y_NE2,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_Y_NE2.fbx,2.917969,2.917969,5.477619,-1.541016,1.458984,0.266153,"use FBX extents X=2.918, Y=2.918, Z=5.478 * scale"
B_STR_N_Y_NE3,THERMAL GRILLE CAP (Y_NE3),Corvette,Hull Plating,B_STR_N_Y_NE3,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_Y_NE3.fbx,5.477619,2.917969,2.917968,0.266153,1.458984,1.541016,"use FBX extents X=5.478, Y=2.918, Z=2.918 * scale"
B_STR_N_Y_NW,THERMAL GRILLE CAP (Y_NW),Corvette,Hull Plating,B_STR_N_Y_NW,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_Y_NW.fbx,2.917969,2.917969,5.477619,-1.541016,1.458984,-0.266153,"use FBX extents X=2.918, Y=2.918, Z=5.478 * scale"
B_STR_N_Y_NW1,THERMAL GRILLE CAP (Y_NW1),Corvette,Hull Plating,B_STR_N_Y_NW1,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_Y_NW1.fbx,5.477619,2.917969,2.917968,-0.266153,1.458984,1.541016,"use FBX extents X=5.478, Y=2.918, Z=2.918 * scale"
B_STR_N_Y_NW2,THERMAL GRILLE CAP (Y_NW2),Corvette,Hull Plating,B_STR_N_Y_NW2,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_Y_NW2.fbx,2.917969,2.917969,5.477619,1.541016,1.458984,0.266153,"use FBX extents X=2.918, Y=2.918, Z=5.478 * scale"
B_STR_N_Y_NW3,THERMAL GRILLE CAP (Y_NW3),Corvette,Hull Plating,B_STR_N_Y_NW3,B_STR_N_NE,,prop/detail or unclassified,models/corvette/B_STR_N_Y_NW3.fbx,5.477619,2.917969,2.917969,0.266153,1.458984,-1.541016,"use FBX extents X=5.478, Y=2.918, Z=2.918 * scale"
B_STR_N_Y_S,THERMAL GRILLE (Y_S),Corvette,Hull Plating,B_STR_N_Y_S,B_STR_N_N,,prop/detail or unclassified,models/corvette/B_STR_N_Y_S.fbx,6.0,1.927412,4.078125,0.0,0.963052,0.960938,"use FBX extents X=6.000, Y=1.927, Z=4.078 * scale"
B_STR_N_Y_W,THERMAL GRILLE (Y_W),Corvette,Hull Plating,B_STR_N_Y_W,B_STR_N_N,,prop/detail or unclassified,models/corvette/B_STR_N_Y_W.fbx,4.078125,1.927411,6.0,-0.960938,0.963052,0.0,"use FBX extents X=4.078, Y=1.927, Z=6.000 * scale"
B_STR_O_E,FIREBOX FAIRING (E),Corvette,Hull Plating,B_STR_O_E,B_STR_O_N,,prop/detail or unclassified,models/corvette/B_STR_O_E.fbx,5.75391,3.021889,6.0,0.126955,1.498821,0.0,"use FBX extents X=5.754, Y=3.022, Z=6.000 * scale"
B_STR_O_N,FIREBOX FAIRING (N),Corvette,Hull Plating,B_STR_O_N,,,prop/detail or unclassified,models/corvette/B_STR_O_N.fbx,6.0,3.021889,5.75391,0.0,1.498821,-0.126955,"use FBX extents X=6.000, Y=3.022, Z=5.754 * scale"
B_STR_O_S,FIREBOX FAIRING (S),Corvette,Hull Plating,B_STR_O_S,B_STR_O_N,,prop/detail or unclassified,models/corvette/B_STR_O_S.fbx,6.0,3.021889,5.75391,0.0,1.498821,0.126955,"use FBX extents X=6.000, Y=3.022, Z=5.754 * scale"
B_STR_O_W,FIREBOX FAIRING (W),Corvette,Hull Plating,B_STR_O_W,B_STR_O_N,,prop/detail or unclassified,models/corvette/B_STR_O_W.fbx,5.75391,3.021889,6.0,-0.126955,1.498821,0.0,"use FBX extents X=5.754, Y=3.022, Z=6.000 * scale"
B_STR_O_Y_E,FIREBOX FAIRING (Y_E),Corvette,Hull Plating,B_STR_O_Y_E,B_STR_O_N,,prop/detail or unclassified,models/corvette/B_STR_O_Y_E.fbx,5.75391,3.021889,6.0,0.126955,1.498821,0.0,"use FBX extents X=5.754, Y=3.022, Z=6.000 * scale"
B_STR_O_Y_N,FIREBOX FAIRING (Y_N),Corvette,Hull Plating,B_STR_O_Y_N,B_STR_O_N,,prop/detail or unclassified,models/corvette/B_STR_O_Y_N.fbx,6.0,3.021888,5.75391,0.0,1.498821,-0.126955,"use FBX extents X=6.000, Y=3.022, Z=5.754 * scale"
B_STR_O_Y_S,FIREBOX FAIRING (Y_S),Corvette,Hull Plating,B_STR_O_Y_S,B_STR_O_N,,prop/detail or unclassified,models/corvette/B_STR_O_Y_S.fbx,6.0,3.021889,5.753911,0.0,1.498821,0.126955,"use FBX extents X=6.000, Y=3.022, Z=5.754 * scale"
B_STR_O_Y_W,FIREBOX FAIRING (Y_W),Corvette,Hull Plating,B_STR_O_Y_W,B_STR_O_N,,prop/detail or unclassified,models/corvette/B_STR_O_Y_W.fbx,5.75391,3.021889,6.0,-0.126955,1.498821,0.0,"use FBX extents X=5.754, Y=3.022, Z=6.000 * scale"
B_STR_P_E,SWEPT CASING (E),Corvette,Hull Plating,B_STR_P_E,B_STR_P_N,,prop/detail or unclassified,models/corvette/B_STR_P_E.fbx,3.266236,3.0,6.0,1.500305,1.5,0.0,"use FBX extents X=3.266, Y=3.000, Z=6.000 * scale"
B_STR_P_N,SWEPT CASING (N),Corvette,Hull Plating,B_STR_P_N,,,prop/detail or unclassified,models/corvette/B_STR_P_N.fbx,6.0,3.0,3.266236,0.0,1.5,-1.500305,"use FBX extents X=6.000, Y=3.000, Z=3.266 * scale"
B_STR_P_S,SWEPT CASING (S),Corvette,Hull Plating,B_STR_P_S,B_STR_P_N,,prop/detail or unclassified,models/corvette/B_STR_P_S.fbx,6.0,3.0,3.266235,0.0,1.5,1.500305,"use FBX extents X=6.000, Y=3.000, Z=3.266 * scale"
B_STR_P_W,SWEPT CASING (W),Corvette,Hull Plating,B_STR_P_W,B_STR_P_N,,prop/detail or unclassified,models/corvette/B_STR_P_W.fbx,3.266236,3.0,6.0,-1.500305,1.5,0.0,"use FBX extents X=3.266, Y=3.000, Z=6.000 * scale"
B_STR_P_Y_E,SWEPT CASING (Y_E),Corvette,Hull Plating,B_STR_P_Y_E,B_STR_P_N,,prop/detail or unclassified,models/corvette/B_STR_P_Y_E.fbx,3.266236,3.0,6.0,1.500305,1.5,0.0,"use FBX extents X=3.266, Y=3.000, Z=6.000 * scale"
B_STR_P_Y_N,SWEPT CASING (Y_N),Corvette,Hull Plating,B_STR_P_Y_N,B_STR_P_N,,prop/detail or unclassified,models/corvette/B_STR_P_Y_N.fbx,6.0,3.0,3.266236,0.0,1.5,-1.500305,"use FBX extents X=6.000, Y=3.000, Z=3.266 * scale"
B_STR_P_Y_S,SWEPT CASING (Y_S),Corvette,Hull Plating,B_STR_P_Y_S,B_STR_P_N,,prop/detail or unclassified,models/corvette/B_STR_P_Y_S.fbx,6.0,3.0,3.266235,0.0,1.5,1.500305,"use FBX extents X=6.000, Y=3.000, Z=3.266 * scale"
B_STR_P_Y_W,SWEPT CASING (Y_W),Corvette,Hull Plating,B_STR_P_Y_W,B_STR_P_N,,prop/detail or unclassified,models/corvette/B_STR_P_Y_W.fbx,3.266236,3.0,6.0,-1.500305,1.5,0.0,"use FBX extents X=3.266, Y=3.000, Z=6.000 * scale"
B_STR_Q_E,DOMED CASING (E),Corvette,Hull Plating,B_STR_Q_E,B_STR_Q_N,,prop/detail or unclassified,models/corvette/B_STR_Q_E.fbx,2.980249,2.98025,6.0,1.509656,1.490344,0.0,"use FBX extents X=2.980, Y=2.980, Z=6.000 * scale"
B_STR_Q_N,DOMED CASING (N),Corvette,Hull Plating,B_STR_Q_N,,,prop/detail or unclassified,models/corvette/B_STR_Q_N.fbx,6.0,2.98025,2.980249,0.0,1.490344,-1.509656,"use FBX extents X=6.000, Y=2.980, Z=2.980 * scale"
B_STR_Q_S,DOMED CASING (S),Corvette,Hull Plating,B_STR_Q_S,B_STR_Q_N,,prop/detail or unclassified,models/corvette/B_STR_Q_S.fbx,6.0,2.98025,2.980249,0.0,1.490344,1.509656,"use FBX extents X=6.000, Y=2.980, Z=2.980 * scale"
B_STR_Q_W,DOMED CASING (W),Corvette,Hull Plating,B_STR_Q_W,B_STR_Q_N,,prop/detail or unclassified,models/corvette/B_STR_Q_W.fbx,2.980249,2.98025,6.0,-1.509656,1.490344,0.0,"use FBX extents X=2.980, Y=2.980, Z=6.000 * scale"
B_STR_Q_Y_E,DOMED CASING (Y_E),Corvette,Hull Plating,B_STR_Q_Y_E,B_STR_Q_N,,prop/detail or unclassified,models/corvette/B_STR_Q_Y_E.fbx,2.980249,2.98025,6.0,1.509656,1.490344,0.0,"use FBX extents X=2.980, Y=2.980, Z=6.000 * scale"
B_STR_Q_Y_N,DOMED CASING (Y_N),Corvette,Hull Plating,B_STR_Q_Y_N,B_STR_Q_N,,prop/detail or unclassified,models/corvette/B_STR_Q_Y_N.fbx,6.0,2.98025,2.980249,0.0,1.490344,-1.509655,"use FBX extents X=6.000, Y=2.980, Z=2.980 * scale"
B_STR_Q_Y_S,DOMED CASING (Y_S),Corvette,Hull Plating,B_STR_Q_Y_S,B_STR_Q_N,,prop/detail or unclassified,models/corvette/B_STR_Q_Y_S.fbx,6.0,2.98025,2.980249,0.0,1.490343,1.509656,"use FBX extents X=6.000, Y=2.980, Z=2.980 * scale"
B_STR_Q_Y_W,DOMED CASING (Y_W),Corvette,Hull Plating,B_STR_Q_Y_W,B_STR_Q_N,,prop/detail or unclassified,models/corvette/B_STR_Q_Y_W.fbx,2.980249,2.98025,6.0,-1.509656,1.490344,0.0,"use FBX extents X=2.980, Y=2.980, Z=6.000 * scale"
B_STR_R_E,SPEEDBIRD FAIRING (E),Corvette,Hull Plating,B_STR_R_E,B_STR_R_N,,prop/detail or unclassified,models/corvette/B_STR_R_E.fbx,5.90625,2.919922,6.0,0.046875,1.459961,0.0,"use FBX extents X=5.906, Y=2.920, Z=6.000 * scale"
B_STR_R_N,SPEEDBIRD FAIRING (N),Corvette,Hull Plating,B_STR_R_N,,,prop/detail or unclassified,models/corvette/B_STR_R_N.fbx,6.0,2.919922,5.90625,0.0,1.459961,-0.046875,"use FBX extents X=6.000, Y=2.920, Z=5.906 * scale"
